$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
0.0099335692556,0.359110169492,0.0,0.1105481345,0.0649911144961,6.7425023374e-05,0.0123571207909,0.384615384615,0.04625382263,0.651041666667,0.00972858010155,0.0,0.0,0.694444444196,0.379774305339,0.0,0.0,0.102777777778,0.0785928143713,0.228924152414,F
0.0198671385112,0.359110169492,0.0,0.0122831260556,0.032495557248,0.000269700093496,0.0123571207909,0.0,0.0925076452599,0.325520833333,0.00704338310074,0.0,0.0,0.637755101935,0.227864583333,0.666666666667,0.285714285714,0.0342592592593,0.00873253493014,0.0381540254023,F
0.0317874216179,0.0201506591337,0.0,0.0698773393384,0.0794335843841,0.0,0.0483300724265,0.121557454891,0.106897723411,0.0748910675926,0.0210988013802,0.355555555556,0.0,0.0,0.0987200435185,0.0,0.0,0.0242889803391,0.0372588157019,0.045219585662,T
0.0298007077668,0.743644067797,0.0,0.0491325042223,0.146230007616,6.7425023374e-05,0.0123571207909,0.17094017094,0.023126911315,0.288899739583,0.0401319396913,0.6875,0.0,0.738527977679,0.325520833333,1.0,0.714285714286,0.136419753093,0.061127744511,0.110224435786,F
0.0136231806934,0.0624697336562,0.0,0.218990590248,0.0807746708737,0.000277405810453,0.211836356415,0.029304029304,0.0475753604194,0.446428571429,0.0125919652904,0.0,0.0,0.0,0.130208333482,0.0,0.0,0.0663492063492,0.0898203592814,0.165697481747,F
0.0170289758667,0.150363196126,0.0781440781441,0.18529973021,0.0167120008704,0.000462343017422,0.144048722362,0.14652014652,0.0792922673657,0.446428571429,0.00148490156727,0.0,0.0,0.32467532449,0.401785714286,0.0,0.0,0.00533333333333,0.0059880239521,0.0279069442943,F
0.0121065375303,0.037063029661,0.0277777777778,0.0838323353293,0.0257425742574,0.000328696988948,0.0240963855422,0.208333333333,0.0563718463303,0.15869140625,0.00137631814016,0.4875,0.0588235294118,0.0,0.0927734374023,0.0,0.0,0.00505555555556,0.00425711077844,0.0198400932092,F
0.0502425155738,0.0762711864407,0.0,0.0535990955153,0.100709371636,0.0139218742477,0.0245099916513,0.144098325917,0.188073394495,0.061230199703,0.0212961882956,0.165289256132,0.143599715792,0.13697770366,0.0129765232438,0.198347107438,0.566706021251,0.00832568105418,0.0519621913198,0.0217638128635,F
0.0068115903467,0.150363196126,0.0,0.092649865105,0.0306386682624,4.62343017422e-05,0.0423672712829,0.175824175824,0.0158584534731,0.446428571429,0.00308859525992,0.0,0.0,0.481859410204,0.279017857143,0.0,0.0,0.032380952381,0.0059880239521,0.0174418401839,F
0.116699571615,0.0422542372881,0.0,0.457227084293,0.288463061691,0.0631907319061,0.388211306766,0.485128205128,0.402963302752,0.0826056985703,0.0616599436201,0.155294117616,0.0637104072398,0.112108013875,0.0178097689688,0.088,0.377142857143,0.0141503121076,0.0806886227545,0.0431580021419,F
0.0099335692556,0.23093220339,0.0,0.0859818823891,0.028433612592,6.7425023374e-05,0.0123571207909,0.25641025641,0.023126911315,0.651041666667,0.00271242019621,0.0,0.0,0.702711639881,0.406901041667,0.333333333333,0.142857142857,0.0277777777778,0.00873253493014,0.0254360169349,F
0.0136231806934,0.0624697336562,0.0,0.0168454300191,0.041780002176,0.0,0.00847345425659,0.029304029304,0.0475753604194,0.0744047618304,0.00314799132261,0.685714285714,0.0,0.0,0.334821428571,0.0,0.0,0.0155555555556,0.0239520958084,0.0523255205517,F
0.0306521565601,0.0624697336562,0.117216117216,0.134763440153,0.0389946686976,0.00129456044878,0.135575268105,0.0586080586081,0.126867627785,0.204613095313,0.00291040707184,0.228571428343,0.0827407886231,0.0,0.132275132143,0.228571428571,0.0979591836735,0.00536155202794,0.0179640718563,0.0387592572567,F
0.0374637469068,0.326150121065,0.0,0.0,0.0724186704385,0.00254288659582,0.0,0.0,0.174442988204,0.245535714286,0.0102161227828,0.685714285714,0.0,0.452079565816,0.114989177679,0.228571428571,0.0979591836735,0.0185858585905,0.0239520958084,0.050738313095,F
0.0169491525424,0.037063029661,0.0,0.0479041916168,0.029702970297,3.28696988948e-05,0.0240963855422,0.0833333333333,0.0789205848624,0.0661214193237,0.0025586710131,0.4875,0.0,0.0,0.166248139941,0.0,0.0,0.00683531745993,0.0127713323353,0.0318855097988,F
0.0272463613868,0.0624697336562,0.0,0.0505362900572,0.0222826678272,0.00129456044878,0.0508407255395,0.0,0.126867627785,0.446428571429,0.000415772438835,0.0,0.0,0.0,0.145089285714,0.0,0.0,0.0,0.0059880239521,0.0348836803678,F
0.00968523002421,0.037063029661,0.0,0.0239520958084,0.0178217821782,0.0,0.0240963855422,0.0,0.0338231077982,0.0881618924316,0.00200972146495,0.4875,0.0,0.0,0.176323784863,0.0,0.0,0.00947916666667,0.00851422155689,0.0186000873836,F
0.0217917675545,0.0995497881356,0.111111111111,0.0958083832335,0.110891089109,0.000788872773476,0.0361445783133,0.229166666667,0.0338231077982,0.168609619141,0.0253189638171,0.14625,0.176470588235,0.155452806278,0.0554160467529,0.0,0.0,0.0573765432139,0.00425711077844,0.0220448235671,F
0.0613043131203,0.150363196126,0.0,0.0505362900572,0.100272005223,0.00707384816655,0.00847345425659,0.14652014652,0.285452162516,0.236344537723,0.00492987320333,0.0,0.0,0.255102040816,0.119874338839,0.228571428571,0.489795918367,0.00458553791873,0.0059880239521,0.0329441477394,F
0.01021738552,0.0624697336562,0.0,0.0589590050668,0.00835600043521,0.000138702905227,0.0423672712829,0.0879120879121,0.0475753604194,0.446428571429,0.000118792125381,0.0,0.0,0.0,0.223214285714,0.0,0.0,0.0,0.0059880239521,0.0348836803678,F
0.0388512930886,0.0201506591337,0.0,0.148489346094,0.164644156723,0.00525016182006,0.00439364294786,0.501424501425,0.0493374108053,0.111389585069,0.061628914677,0.0,0.21451315569,0.0,0.0368265993056,0.0,0.0,0.0587205387193,0.0558882235529,0.0986600919973,F
0.0170289758667,0.0624697336562,0.0,0.0589590050668,0.013926667392,0.000462343017422,0.0593141797961,0.029304029304,0.0792922673657,0.446428571429,0.000237584250763,0.0,0.0,0.0,0.446428571429,0.0,0.0,0.0,0.0059880239521,0.0348836803678,F
0.0136231806934,0.0624697336562,0.0,0.0252681450286,0.0334240017408,0.0,0.00847345425659,0.0586080586081,0.0634338138925,0.0,0.00213825825686,0.685714285714,0.0,0.0,0.223214285714,0.0,0.0,0.0101587301587,0.0059880239521,0.0261627602759,F
0.0136231806934,0.150363196126,0.0,0.0336908600382,0.0167120008704,9.24686034844e-05,0.00847345425659,0.0879120879121,0.0634338138925,0.148809523884,0.00148490156727,0.685714285714,0.0,0.255102040816,0.1953125,0.0,0.0,0.00634920634921,0.0059880239521,0.0261627602759,F
0.0272463613868,0.0624697336562,0.0,0.134763440153,0.0473506691328,0.00101715463833,0.135575268105,0.0,0.0634338138925,0.223214285714,0.00944397396782,0.0,0.0,0.0,0.223214285714,0.0,0.0,0.0234920634921,0.0479041916168,0.0741278207816,F
0.00340579517335,0.0624697336562,0.0,0.101072580114,0.00557066695681,0.0,0.0847345425659,0.0586080586081,0.0158584534731,0.446428571429,0.00089094094036,0.0,0.0827407886231,0.0,0.446428571429,0.0,0.0,0.0152380952381,0.0,0.0,F
0.024833923139,0.102754237288,0.0569800569801,0.0368493781667,0.024371667936,0.00067425023374,0.0123571207909,0.0854700854701,0.115634556575,0.651041666667,0.000980035034396,0.0,0.0,0.0,0.477430555339,0.0,0.0,0.00259259259259,0.00873253493014,0.0406976270958,F
0.0170289758667,0.150363196126,0.0,0.0336908600382,0.0696333369601,9.24686034844e-05,0.00847345425659,0.0879120879121,0.0634338138925,0.0930059524554,0.0178188188072,0.685714285714,0.0,0.127551020408,0.196428571429,0.0,0.0,0.0744126984127,0.167664670659,0.223255554354,F
0.0759366183095,0.0201506591337,0.0810383032605,0.22710135285,0.167532650701,0.0192985400235,0.175745717914,0.349477682811,0.287801563031,0.113138105093,0.0295682399491,0.0987654321778,0.0,0.0,0.0499706055556,0.0,0.0,0.0137965355523,0.0217343091595,0.0269219325197,F
0.0099335692556,0.23093220339,0.0,0.0122831260556,0.016247778624,6.7425023374e-05,0.0,0.042735042735,0.023126911315,0.651041666667,0.00115327355058,0.0,0.0,0.595238095238,0.434027777995,0.333333333333,0.142857142857,0.0111111111111,0.00873253493014,0.0254360169349,F
